,Schneider.Xr.A,Schneider.Xr.R,Schneider.Xr.N,Schneider.Xr.D,Schneider.Xr.C,Schneider.Xr.Q,Schneider.Xr.E,Schneider.Xr.G,Schneider.Xr.H,Schneider.Xr.I,Schneider.Xr.L,Schneider.Xr.K,Schneider.Xr.M,Schneider.Xr.F,Schneider.Xr.P,Schneider.Xr.S,Schneider.Xr.T,Schneider.Xr.W,Schneider.Xr.Y,Schneider.Xr.V,Grantham.Xr.A,Grantham.Xr.R,Grantham.Xr.N,Grantham.Xr.D,Grantham.Xr.C,Grantham.Xr.Q,Grantham.Xr.E,Grantham.Xr.G,Grantham.Xr.H,Grantham.Xr.I,Grantham.Xr.L,Grantham.Xr.K,Grantham.Xr.M,Grantham.Xr.F,Grantham.Xr.P,Grantham.Xr.S,Grantham.Xr.T,Grantham.Xr.W,Grantham.Xr.Y,Grantham.Xr.V,Schneider.Xd.1,Schneider.Xd.2,Schneider.Xd.3,Schneider.Xd.4,Schneider.Xd.5,Grantham.Xd.1,Grantham.Xd.2,Grantham.Xd.3,Grantham.Xd.4,Grantham.Xd.5
sp|O55247|G1P_BPPHL,0.12378619097866682,0.0656824686825579,0.042946229523210935,0.0682087174780409,0.005052497590965993,0.042946229523210935,0.04799872711417693,0.10610244941028585,0.022736239159346968,0.045472478318693936,0.07831371265997289,0.0656824686825579,0.025262487954829965,0.042946229523210935,0.06315621988707491,0.05052497590965993,0.0656824686825579,0.02020999036386397,0.04041998072772794,0.08841870784190488,4.817861720879246e-06,2.5564164233236815e-06,1.6715030460193302e-06,2.654740131913054e-06,1.9664741717874474e-07,1.6715030460193302e-06,1.868150463198075e-06,4.129595760753639e-06,8.849133773043513e-07,1.7698267546087027e-06,3.0480349662705435e-06,2.5564164233236815e-06,9.832370858937236e-07,1.6715030460193302e-06,2.4580927147343092e-06,1.9664741717874473e-06,2.5564164233236815e-06,7.865896687149789e-07,1.5731793374299579e-06,3.4413298006280327e-06,0.19711191633691502,0.19361636861484452,0.19301350333916606,0.20361734423949795,0.2101146186740936,0.19549049126162787,0.19723386893862604,0.19357362140082376,0.20532463194731973,0.20837728812789397
sp|Q6WI70|DPOL_BPKVM,0.056020501982828735,0.04529317181590408,0.04767702296410956,0.0643639810015479,0.01191925574102739,0.03933354394539039,0.08820249248360269,0.06078820427923969,0.014303106889232867,0.082242864613089,0.07151553444616435,0.08939441805770543,0.02383851148205478,0.04648509739000682,0.03694969279718491,0.04767702296410956,0.04767702296410956,0.008343479018719173,0.06793975772385612,0.06317205542744517,2.1659294595485255e-06,1.7511770098477438e-06,1.843344220892362e-06,2.4885146982046886e-06,4.608360552230905e-07,1.5207589822361987e-06,3.41018680865087e-06,2.3502638816377615e-06,5.530032662677086e-07,3.1797687810393245e-06,2.765016331338543e-06,3.4562704141731787e-06,9.21672110446181e-07,1.797260615370053e-06,1.4285917711915805e-06,1.843344220892362e-06,1.843344220892362e-06,3.2258523865616335e-07,2.6267655147716157e-06,2.4424310926823797e-06,0.20324634077045972,0.20895276252760156,0.18758782498730556,0.2034872211814696,0.19553392495906083,0.20945519454631867,0.2075982095781917,0.18589467472140503,0.20119602163920214,0.19585585343127698
sp|O64301|DPA44_BPR69,0.06582577638335378,0.04936933228751533,0.04936933228751533,0.06253448756418609,0.02633031055334151,0.023039021734173822,0.07569964284085684,0.05266062110668302,0.02633031055334151,0.10861253103253374,0.07899093166002454,0.08557350929835991,0.042786754649179956,0.03949546583001227,0.03949546583001227,0.08557350929835991,0.046078043468347644,0.006582577638335378,0.02633031055334151,0.06253448756418609,2.320649475527417e-06,1.7404871066455627e-06,1.7404871066455627e-06,2.204617001751046e-06,9.282597902109668e-07,8.122273164345959e-07,2.6687468968565297e-06,1.8565195804219336e-06,9.282597902109668e-07,3.829071634620238e-06,2.7847793706329004e-06,3.016844318185642e-06,1.508422159092821e-06,1.3923896853164502e-06,1.3923896853164502e-06,3.016844318185642e-06,1.6244546328691918e-06,2.320649475527417e-07,9.282597902109668e-07,2.204617001751046e-06,0.21144587321669128,0.2033934438415369,0.19107367255451352,0.20164133940380843,0.1891543821642821,0.20360096339442327,0.19776748879155312,0.18734678637040791,0.20114078486917977,0.21014386054196216
sp|P00969|DNLI_BPT7,0.05128659628267996,0.03704031953749108,0.05128659628267996,0.06268361767883106,0.01709553209422665,0.03134180883941553,0.09117617116920881,0.07977914977305771,0.02564329814133998,0.05698510698075551,0.0940254265182466,0.07977914977305771,0.039889574886528854,0.04558808558460441,0.039889574886528854,0.04558808558460441,0.04843734093364218,0.02564329814133998,0.03704031953749108,0.06268361767883106,1.884418460872956e-06,1.360968888408246e-06,1.884418460872956e-06,2.3031781188447238e-06,6.281394869576519e-07,1.1515890594223619e-06,3.3500772637741438e-06,2.9313176058023757e-06,9.42209230436478e-07,2.09379828985884e-06,3.4547671782670857e-06,2.9313176058023757e-06,1.4656588029011878e-06,1.6750386318870719e-06,1.4656588029011878e-06,1.6750386318870719e-06,1.7797285463800138e-06,9.42209230436478e-07,1.360968888408246e-06,2.3031781188447238e-06,0.20499183582207736,0.20404661815407682,0.1945197254510541,0.2013650457562132,0.19222751946754071,0.2003737220567569,0.21225696956093626,0.19341885696724728,0.19871810340400828,0.19523224332113678
sp|P03680|DPOL_BPPH2,0.045093406942747126,0.03468723610980548,0.02948415069333466,0.07284319583059151,0.01214053263843192,0.022546703471373563,0.062437024997649866,0.07110883402510124,0.01734361805490274,0.07804628124706234,0.07631191944157206,0.11273351735686782,0.027749788887844386,0.05203085416470822,0.03815595972078603,0.04162468333176658,0.062437024997649866,0.019077979860393016,0.06590574860863041,0.05549957777568877,1.698372394210915e-06,1.3064403032391653e-06,1.1104742577532904e-06,2.743524636802247e-06,4.5725410613370787e-07,8.491861971054575e-07,2.3515925458304976e-06,2.678202621640289e-06,6.532201516195827e-07,2.939490682288122e-06,2.8741686671261638e-06,4.245930985527288e-06,1.0451522425913323e-06,1.9596604548587482e-06,1.4370843335630819e-06,1.5677283638869984e-06,2.3515925458304976e-06,7.185421667815409e-07,2.4822365761544144e-06,2.0903044851826645e-06,0.20309140695649358,0.20436218339036633,0.20303327808622068,0.19201578200562275,0.1957629877558064,0.201223879808276,0.20400320090938698,0.2064574470020445,0.19172537292256805,0.1965900340357094
sp|P06229|FEN_BPT5,0.061422688275741696,0.05459794513399262,0.04094845885049446,0.08189691770098892,0.006824743141749077,0.030711344137870848,0.08189691770098892,0.061422688275741696,0.02388660099612177,0.07165980298836531,0.09554640398448708,0.07165980298836531,0.02047422942524723,0.05459794513399262,0.02047422942524723,0.05459794513399262,0.05459794513399262,0.010237114712623615,0.04094845885049446,0.05459794513399262,2.3753354666485084e-06,2.111409303687563e-06,1.5835569777656723e-06,3.1671139555313447e-06,2.639261629609454e-07,1.1876677333242542e-06,3.1671139555313447e-06,2.3753354666485084e-06,9.237415703633089e-07,2.7712247110899267e-06,3.6949662814532356e-06,2.7712247110899267e-06,7.917784888828362e-07,2.111409303687563e-06,7.917784888828362e-07,2.111409303687563e-06,2.111409303687563e-06,3.958892444414181e-07,1.5835569777656723e-06,2.111409303687563e-06,0.19907079620681595,0.21910630384393906,0.18361522184158582,0.19001659204253651,0.2047787144942482,0.20811468700270538,0.2145639207392783,0.17445070697241458,0.19480541845691082,0.20806513486560946
sp|O22000|DCTD_BPMD2,0.1778383959190094,0.11231898689621647,0.028079746724054118,0.06551940902279293,0.06551940902279293,0.009359915574684706,0.06551940902279293,0.11231898689621647,0.009359915574684706,0.037439662298738824,0.06551940902279293,0.028079746724054118,0.009359915574684706,0.009359915574684706,0.056159493448108236,0.10295907132153176,0.056159493448108236,0.009359915574684706,0.06551940902279293,0.11231898689621647,5.466024629331609e-06,3.4522260816831217e-06,8.630565204207804e-07,2.0137985476484876e-06,2.0137985476484876e-06,2.876855068069268e-07,2.0137985476484876e-06,3.4522260816831217e-06,2.876855068069268e-07,1.1507420272277072e-06,2.0137985476484876e-06,8.630565204207804e-07,2.876855068069268e-07,2.876855068069268e-07,1.7261130408415609e-06,3.1645405748761945e-06,1.7261130408415609e-06,2.876855068069268e-07,2.0137985476484876e-06,3.4522260816831217e-06,0.172322171794689,0.18727409873010242,0.2074293618520476,0.22609250467273898,0.19752194737573733,0.18404795372175864,0.20148730530164113,0.1940389836876564,0.21915881908551682,0.20126665051792023
sp|O64299|EXO2_BPR69,0.06736628624472688,0.045517760976166804,0.047338471415213475,0.07646983843996023,0.007282841756186689,0.04915918185426015,0.07464912800091356,0.05644202361044684,0.020027814829513393,0.09649765326947363,0.08011125931805357,0.10378049502566032,0.029131367024746755,0.04187634009807346,0.018207104390466723,0.07282841756186689,0.047338471415213475,0.0036414208780933444,0.02731065658570008,0.05826273404949351,2.649366731536769e-06,1.7901126564437629e-06,1.8617171627015134e-06,3.0073892628255217e-06,2.8641802503100207e-07,1.933321668959264e-06,2.9357847565677714e-06,2.2197396939902662e-06,7.876495688352557e-07,3.7950388316607776e-06,3.150598275341023e-06,4.0814568566917794e-06,1.1456721001240083e-06,1.646903643928262e-06,7.160450625775051e-07,2.8641802503100206e-06,1.8617171627015134e-06,1.4320901251550103e-07,1.0740675938662577e-06,2.2913442002480166e-06,0.2001798809113176,0.21180767243173176,0.18753062258577163,0.19023836858503812,0.20842274504709427,0.2083253270544774,0.21242142703269887,0.18759460521625224,0.19378341849436273,0.1978751505977025
sp|P20331|ENLYS_BPT3,0.08918378720111735,0.061742621908465856,0.034301456615814366,0.061742621908465856,0.020580873969488617,0.041161747938977235,0.05488233058530298,0.08918378720111735,0.048022039262140104,0.041161747938977235,0.0754632045547916,0.08232349587795447,0.013720582646325745,0.041161747938977235,0.034301456615814366,0.061742621908465856,0.048022039262140104,0.02744116529265149,0.020580873969488617,0.08918378720111735,3.3914192137203257e-06,2.347905609498687e-06,1.3043920052770485e-06,2.347905609498687e-06,7.82635203166229e-07,1.565270406332458e-06,2.0870272084432774e-06,3.3914192137203257e-06,1.8261488073878677e-06,1.565270406332458e-06,2.8696624116095066e-06,3.130540812664916e-06,5.217568021108194e-07,1.565270406332458e-06,1.3043920052770485e-06,2.347905609498687e-06,1.8261488073878677e-06,1.0435136042216387e-06,7.82635203166229e-07,3.3914192137203257e-06,0.20032685926612115,0.1917646462906342,0.21347980082749457,0.1932797347690633,0.19428866752352386,0.20883707322087128,0.19044762429127493,0.20889055329308764,0.20140151703398998,0.19042297128237518
sp|O64174|BNRDF_BPSPB,0.06576384936276027,0.016440962340690066,0.07891661923531232,0.05589927195834622,0.0032881924681380133,0.05589927195834622,0.08549300417158834,0.062475656894622256,0.023017347276966093,0.062475656894622256,0.10522215898041642,0.0986457740441404,0.02959373221324212,0.06576384936276027,0.026305539745104106,0.03945830961765616,0.05918746442648424,0.01972915480882808,0.062475656894622256,0.06576384936276027,2.4871864815942915e-06,6.217966203985729e-07,2.98462377791315e-06,2.114108509355148e-06,1.2435932407971458e-07,2.114108509355148e-06,3.2333424260725793e-06,2.362827157514577e-06,8.705152685580021e-07,2.362827157514577e-06,3.979498370550867e-06,3.7307797223914375e-06,1.1192339167174312e-06,2.4871864815942915e-06,9.948745926377166e-07,1.492311888956575e-06,2.2384678334348624e-06,7.461559444782875e-07,2.362827157514577e-06,2.4871864815942915e-06,0.19433571625024487,0.20819799914080198,0.19267492750711138,0.1981040900408899,0.2033990745928138,0.19065061627195742,0.21672012355845005,0.20440942098982687,0.19735812295518296,0.19086159186525867
sp|Q38200|COM_BPD10,0.03060121573580917,0.09180364720742751,0.045901823603713754,0.045901823603713754,0.09180364720742751,0.0,0.07650303933952293,0.015300607867904586,0.07650303933952293,0.09180364720742751,0.045901823603713754,0.12240486294323669,0.03060121573580917,0.03060121573580917,0.03060121573580917,0.045901823603713754,0.045901823603713754,0.0,0.015300607867904586,0.015300607867904586,1.0146850290834097e-06,3.0440550872502292e-06,1.5220275436251146e-06,1.5220275436251146e-06,3.0440550872502292e-06,0.0,2.536712572708524e-06,5.073425145417048e-07,2.536712572708524e-06,3.0440550872502292e-06,1.5220275436251146e-06,4.058740116333639e-06,1.0146850290834097e-06,1.0146850290834097e-06,1.0146850290834097e-06,1.5220275436251146e-06,1.5220275436251146e-06,0.0,5.073425145417048e-07,5.073425145417048e-07,0.2163768663958801,0.2040308747600032,0.18569111480160072,0.21290271037339367,0.1656978258012176,0.19411381214628715,0.20548310422590949,0.15992425376257893,0.2297817666173699,0.21069655590534003
sp|Q6QGP7|ENLYS_BPT5,0.10284240050397181,0.036729428751418505,0.044075314501702205,0.07345885750283701,0.0,0.044075314501702205,0.058767086002269604,0.08815062900340441,0.022037657250851102,0.0661129717525533,0.0661129717525533,0.10284240050397181,0.0073458857502837005,0.058767086002269604,0.029383543001134802,0.058767086002269604,0.044075314501702205,0.022037657250851102,0.029383543001134802,0.051421200251985905,4.044602138987841e-06,1.4445007639242292e-06,1.733400916709075e-06,2.8890015278484584e-06,0.0,1.733400916709075e-06,2.3112012222787666e-06,3.46680183341815e-06,8.667004583545375e-07,2.6001013750636125e-06,2.6001013750636125e-06,4.044602138987841e-06,2.889001527848458e-07,2.3112012222787666e-06,1.1556006111393833e-06,2.3112012222787666e-06,1.733400916709075e-06,8.667004583545375e-07,1.1556006111393833e-06,2.0223010694939206e-06,0.21694497870969479,0.21252235146430767,0.19397779511366003,0.17252028653582335,0.1966887024262305,0.22682085460420898,0.19690047693081725,0.19681135123368312,0.1720169289711529,0.20745009935998507
sp|P03697|EXO_LAMBD,0.08552836441295297,0.06302090009375483,0.031510450046877414,0.06302090009375483,0.01800597145535852,0.02700895718303778,0.08552836441295297,0.06752239295759445,0.01800597145535852,0.05401791436607556,0.058519407229915194,0.06302090009375483,0.045014928638396304,0.05401791436607556,0.04051343577455667,0.05401791436607556,0.04951642150223593,0.02700895718303778,0.04051343577455667,0.07202388582143408,3.1849226432578206e-06,2.346785105558394e-06,1.173392552779197e-06,2.346785105558394e-06,6.705100301595411e-07,1.0057650452393117e-06,3.1849226432578206e-06,2.5144126130982795e-06,6.705100301595411e-07,2.0115300904786234e-06,2.1791575980185085e-06,2.346785105558394e-06,1.6762750753988528e-06,2.0115300904786234e-06,1.5086475678589676e-06,2.0115300904786234e-06,1.8439025829387381e-06,1.0057650452393117e-06,1.5086475678589676e-06,2.6820401206381645e-06,0.20477591062105852,0.19930295508376653,0.20289339305764023,0.1910684372088449,0.19745781116485012,0.20321675510693965,0.1992962829605968,0.20227024638561567,0.1951189216589491,0.2000976262603912
sp|Q06259|DOC_BPP1,0.14629822588702524,0.09466355792689868,0.04302888996677212,0.06024044595348098,0.0,0.01721155598670885,0.07745200194018982,0.08605777993354424,0.025817333980063275,0.0688462239468354,0.11187511391360752,0.008605777993354425,0.01721155598670885,0.0344231119734177,0.0344231119734177,0.08605777993354424,0.06024044595348098,0.0,0.0344231119734177,0.07745200194018982,5.623298848728796e-06,3.63860513741275e-06,1.6539114260967046e-06,2.3154759965353865e-06,0.0,6.615645704386818e-07,2.977040566974068e-06,3.307822852193409e-06,9.923468556580227e-07,2.6462582817547273e-06,4.300169707851432e-06,3.307822852193409e-07,6.615645704386818e-07,1.3231291408773636e-06,1.3231291408773636e-06,3.307822852193409e-06,2.3154759965353865e-06,0.0,1.3231291408773636e-06,2.977040566974068e-06,0.1944496707812298,0.22398876278163488,0.18543574225209544,0.1944361812242251,0.19308386496746038,0.19956376432225273,0.21117074931945679,0.17791307140779122,0.2083232100171461,0.20302887415106793
sp|P16006|DCTD_BPT4,0.10260575465401035,0.028501598515002877,0.08550479554500863,0.034201918218003446,0.05130287732700518,0.028501598515002877,0.07980447584200805,0.08550479554500863,0.028501598515002877,0.07980447584200805,0.06840383643600689,0.09690543495100977,0.01140063940600115,0.028501598515002877,0.03990223792100402,0.0912051152480092,0.034201918218003446,0.028501598515002877,0.034201918218003446,0.06270351673300632,3.24118406936422e-06,9.003289081567278e-07,2.7009867244701835e-06,1.0803946897880733e-06,1.62059203468211e-06,9.003289081567278e-07,2.5209209428388377e-06,2.7009867244701835e-06,9.003289081567278e-07,2.5209209428388377e-06,2.1607893795761466e-06,3.0611182877328743e-06,3.601315632626911e-07,9.003289081567278e-07,1.2604604714194189e-06,2.881052506101529e-06,1.0803946897880733e-06,9.003289081567278e-07,1.0803946897880733e-06,1.980723597944801e-06,0.19930795610664903,0.20458024165331115,0.20122501352500607,0.19124861324759881,0.1979378557644344,0.19609145613075368,0.2019079410090094,0.19605391241528355,0.21113118044283938,0.19481532993633233
sp|P41059|CP80_BP186,0.12502115027945804,0.12502115027945804,0.027782477839879565,0.05556495567975913,0.06945619459969891,0.05556495567975913,0.12502115027945804,0.041673716759819346,0.041673716759819346,0.06945619459969891,0.06945619459969891,0.027782477839879565,0.027782477839879565,0.013891238919939783,0.041673716759819346,0.05556495567975913,0.013891238919939783,0.0,0.013891238919939783,0.041673716759819346,4.392189320928489e-06,4.392189320928489e-06,9.76042071317442e-07,1.952084142634884e-06,2.440105178293605e-06,1.952084142634884e-06,4.392189320928489e-06,1.464063106976163e-06,1.464063106976163e-06,2.440105178293605e-06,2.440105178293605e-06,9.76042071317442e-07,9.76042071317442e-07,4.88021035658721e-07,1.464063106976163e-06,1.952084142634884e-06,4.88021035658721e-07,0.0,4.88021035658721e-07,1.464063106976163e-06,0.18066093806327882,0.17887065602813546,0.18671430241056272,0.22717380681324845,0.21268905776483477,0.19463254944141112,0.211600796840747,0.17662554926767562,0.19655364424828167,0.22058697218084886
sp|Q71TF8|DARB_BPP1,0.10008047804841472,0.06162362768721832,0.04309020582640078,0.07506035853631103,0.004170019918683946,0.047260225745084726,0.07552369408283148,0.07506035853631103,0.017143415221256224,0.06162362768721832,0.08154705618759718,0.06486697651286139,0.02733679724470587,0.03428683044251245,0.03660350817511464,0.06347696987330008,0.06116029214069788,0.012046724209531401,0.03938352145423727,0.06347696987330008,3.9309515261264144e-06,2.4204470045130237e-06,1.6924930181933172e-06,2.9482136445948106e-06,1.6378964692193393e-07,1.8562826651152511e-06,2.9664124942528032e-06,2.9482136445948106e-06,6.733574373457283e-07,2.4204470045130237e-06,3.202997539806708e-06,2.547838952118972e-06,1.0737321298215669e-06,1.3467148746914566e-06,1.43770912298142e-06,2.493242403144994e-06,2.4022481548550307e-06,4.731700911078091e-07,1.546902220929376e-06,2.493242403144994e-06,0.20317232995774484,0.21117508607402932,0.19329810620046645,0.1945231234535991,0.19736801876763987,0.2011322214127374,0.21292150901658366,0.1904586597842985,0.19517975076602598,0.2003078408215048
sp|P68523|53DR_BPSPB,0.04112278008181372,0.04112278008181372,0.0939949259012885,0.08812024303245797,0.011749365737661062,0.011749365737661062,0.07049619442596637,0.023498731475322124,0.029373414344152655,0.08812024303245797,0.09986960877011902,0.08812024303245797,0.035248097212983186,0.04112278008181372,0.029373414344152655,0.029373414344152655,0.04699746295064425,0.023498731475322124,0.04699746295064425,0.07049619442596637,1.5223631338454056e-06,1.5223631338454056e-06,3.4796871630752127e-06,3.262206715383012e-06,4.349608953844016e-07,4.349608953844016e-07,2.6097653723064097e-06,8.699217907688032e-07,1.087402238461004e-06,3.262206715383012e-06,3.6971676107674135e-06,3.262206715383012e-06,1.3048826861532048e-06,1.5223631338454056e-06,1.087402238461004e-06,1.087402238461004e-06,1.7398435815376064e-06,8.699217907688032e-07,1.7398435815376064e-06,2.6097653723064097e-06,0.21014944050592488,0.2060512029898,0.18968784664025226,0.19012692924989297,0.19810989774529922,0.199108895613626,0.21020496553532975,0.19224630008669857,0.193937536788177,0.20450208449572102
sp|Q38087|DPOL_BPR69,0.05661946634302658,0.052089909035584456,0.04982513038186339,0.06681097028477137,0.009059114614884253,0.03510406913267648,0.07926725288023721,0.057751855669887116,0.015853450576047444,0.08379681018767934,0.07247291691907402,0.07926725288023721,0.02830973317151329,0.054354687689305514,0.04869274105500286,0.06228141297732924,0.0430307944207002,0.013588671922326379,0.060016634323608174,0.054354687689305514,2.131544791045943e-06,1.9610212077622673e-06,1.8757594161204297e-06,2.5152228534342127e-06,3.4104716656735086e-07,1.3215577704484846e-06,2.9841627074643203e-06,2.174175686866862e-06,5.96832541492864e-07,3.1546862907479954e-06,2.728377332538807e-06,2.9841627074643203e-06,1.0657723955229714e-06,2.046282999404105e-06,1.8331285202995108e-06,2.344699270150537e-06,1.6199740411949166e-06,5.115707498510263e-07,2.2594374785086993e-06,2.046282999404105e-06,0.20198990824370433,0.20899706149159514,0.1938669489444505,0.1923813951300807,0.20163229686330875,0.20923269247444468,0.20806880507218986,0.18649972464704387,0.1933139322968512,0.2028848028785745
sp|Q331T7|TUBZ_CBCP,0.06447725004282938,0.02456276192107786,0.07061794052309885,0.07675863100336831,0.015351726200673661,0.027633107161212592,0.09211035720404197,0.06754759528296411,0.018422071440808395,0.11667311912511982,0.05219586908229045,0.11053242864485037,0.046055178602020984,0.046055178602020984,0.027633107161212592,0.07368828576323358,0.06447725004282938,0.0030703452401347323,0.03684414288161679,0.06447725004282938,2.3072377058014833e-06,8.789476974481841e-07,2.5269746301635292e-06,2.746711554525575e-06,5.49342310905115e-07,9.88816159629207e-07,3.2960538654306903e-06,2.4171061679825063e-06,6.59210773086138e-07,4.175001562878874e-06,1.867763857077391e-06,3.955264638516828e-06,1.6480269327153452e-06,1.6480269327153452e-06,9.88816159629207e-07,2.636843092344552e-06,2.3072377058014833e-06,1.0986846218102301e-07,1.318421546172276e-06,2.3072377058014833e-06,0.18693624748192356,0.20369570855312752,0.1915033169438561,0.1983757520589985,0.21641862972195958,0.19838871308103798,0.2020220081911333,0.19000844119394936,0.19033464065816483,0.2192460870072523
sp|Q7Y4H2|PSBD_BPSYP,0.10983118787168897,0.05125455434012152,0.04759351474439855,0.03661039595722966,0.003661039595722966,0.04393247514867559,0.06589871272301338,0.1171532670631349,0.029288316765783726,0.06589871272301338,0.15376366302036457,0.01830519797861483,0.03661039595722966,0.12447534625458084,0.05857663353156745,0.08786495029735118,0.07688183151018228,0.05125455434012152,0.03661039595722966,0.07688183151018228,3.513690685826744e-06,1.6397223200524805e-06,1.522599297191589e-06,1.1712302286089147e-06,1.1712302286089146e-07,1.4054762743306976e-06,2.1082144114960465e-06,3.7479367315485268e-06,9.369841828871317e-07,2.1082144114960465e-06,4.919166960157441e-06,5.856151143044573e-07,1.1712302286089147e-06,3.98218277727031e-06,1.8739683657742634e-06,2.810952548661395e-06,2.4595834800787206e-06,1.6397223200524805e-06,1.1712302286089147e-06,2.4595834800787206e-06,0.19932227127887145,0.21303088943399212,0.18842335457188428,0.20158781410669457,0.19397463101283463,0.19584644281567964,0.21682891523818548,0.19536442301509563,0.20492640516297025,0.18703369664504615
sp|P68580|SUNT_BPSPB,0.03325653804831234,0.038007472055214105,0.07918223344836271,0.06809672076559194,0.015836446689672545,0.03325653804831234,0.060178497420755664,0.039591116724181356,0.020587380696574308,0.13302615219324937,0.14727895421395465,0.10135325881390428,0.019003736027607052,0.0728476547724937,0.02217102536554156,0.08393316745526448,0.05067662940695214,0.0015836446689672544,0.04434205073108312,0.05226027407591939,1.148572784824925e-06,1.3126546112284858e-06,2.734697106726012e-06,2.3518395117843702e-06,5.469394213452024e-07,1.148572784824925e-06,2.0783698011117693e-06,1.367348553363006e-06,7.110212477487631e-07,4.5942911392997e-06,5.086536618510382e-06,3.5004122966092955e-06,6.563273056142429e-07,2.5159213381879312e-06,7.657151898832834e-07,2.898778933129573e-06,1.7502061483046477e-06,5.469394213452024e-08,1.5314303797665668e-06,1.804900090439168e-06,0.19234079995268702,0.20187734186651776,0.20015502931122398,0.20346166116811368,0.2005815230324904,0.19653887983142013,0.20093394828649486,0.2044353177270915,0.19951215191373692,0.19857964754731441
sp|P00971|RLIG_BPT4,0.06111719449373563,0.04251630921303348,0.05580265584210645,0.08237534910025238,0.013286346629072963,0.02125815460651674,0.08503261842606696,0.05048811719047726,0.018600885280702147,0.06643173314536481,0.09034715707769615,0.07971807977443778,0.03985903988721889,0.05048811719047726,0.023915423932331335,0.06643173314536481,0.034544501235589706,0.007971807977443778,0.06643173314536481,0.03720177056140429,2.2287787077599195e-06,1.5504547532242919e-06,2.034971863606883e-06,3.0040060843720656e-06,4.845171103825912e-07,7.752273766121459e-07,3.1009095064485838e-06,1.8411650194538467e-06,6.783239545356277e-07,2.422585551912956e-06,3.29471635060162e-06,2.9071026622955474e-06,1.4535513311477737e-06,1.8411650194538467e-06,8.721307986886641e-07,2.422585551912956e-06,1.259744486994737e-06,2.907102662295547e-07,2.422585551912956e-06,1.3566479090712555e-06,0.19936099342460187,0.21261419859064298,0.19589070597586097,0.19057874620411225,0.19889808647896734,0.19221520544542967,0.20429935288863774,0.19895377251320867,0.19948591765554188,0.20504565459376004
sp|Q38100|RUSA_BPR1T,0.02206246456607318,0.04412492913214636,0.058833238842861804,0.058833238842861804,0.0073541548553577255,0.06618739369821953,0.07354154855357725,0.02206246456607318,0.0,0.04412492913214636,0.08089570340893498,0.16179140681786996,0.036770774276788626,0.05147908398750408,0.029416619421430902,0.036770774276788626,0.05147908398750408,0.029416619421430902,0.04412492913214636,0.04412492913214636,9.553951482486651e-07,1.9107902964973302e-06,2.547720395329774e-06,2.547720395329774e-06,3.184650494162217e-07,2.8661854447459954e-06,3.1846504941622174e-06,9.553951482486651e-07,0.0,1.9107902964973302e-06,3.503115543578439e-06,7.006231087156878e-06,1.5923252470811087e-06,2.2292553459135522e-06,1.273860197664887e-06,1.5923252470811087e-06,2.2292553459135522e-06,1.273860197664887e-06,1.9107902964973302e-06,1.9107902964973302e-06,0.21920387442176067,0.1730567659748818,0.21674255278107277,0.1777054633108182,0.20593718865610874,0.2167116445471459,0.18043831618611353,0.1971817753916961,0.19093094340175448,0.2147370020082406
sp|P03626|VG301_BPPF3,0.14192813228995976,0.05426663881674933,0.037569211488518765,0.050092281984691685,0.020871784160288204,0.04174356832057641,0.050092281984691685,0.07513842297703753,0.06261535248086461,0.04591792515263404,0.12523070496172922,0.06261535248086461,0.020871784160288204,0.050092281984691685,0.07931277980909517,0.11270763446555629,0.07096406614497988,0.01669742732823056,0.03339485465646112,0.104358920801441,4.953195579622582e-06,1.8938688980909875e-06,1.3111400063706835e-06,1.7481866751609114e-06,7.284111146503798e-07,1.4568222293007596e-06,1.7481866751609114e-06,2.622280012741367e-06,2.1852333439511394e-06,1.6025044522308355e-06,4.370466687902279e-06,2.1852333439511394e-06,7.284111146503798e-07,1.7481866751609114e-06,2.7679622356714434e-06,3.933420019112051e-06,2.476597789811291e-06,5.827288917203038e-07,1.1654577834406077e-06,3.642055573251899e-06,0.19103486323685157,0.19753409888602597,0.2002338245107694,0.21364944972323757,0.193373406811058,0.19801623060213885,0.1983459823137411,0.2055557226854391,0.2040685257126574,0.19401339300380063
sp|O64076|YONO_BPSPB,0.03641350582951588,0.03519972230186535,0.06554431049312859,0.07646836224198335,0.016992969387107412,0.029130804663612703,0.06311674343782753,0.041268639940118,0.029130804663612703,0.09224754810144023,0.08860619751848864,0.12866105393095612,0.020634319970059,0.03884107288481694,0.021848103497709527,0.07282701165903176,0.048551341106021176,0.014565402331806351,0.05219269168897276,0.046123774050720115,1.3492545672098444e-06,1.304279414969516e-06,2.4286582209777197e-06,2.8334345911406728e-06,6.29652131364594e-07,1.0794036537678754e-06,2.338707916497063e-06,1.5291551761711567e-06,1.0794036537678754e-06,3.418111570264939e-06,3.2831861135439545e-06,4.767366137474783e-06,7.645775880855784e-07,1.4392048716905005e-06,8.095527403259065e-07,2.6985091344196887e-06,1.7990060896131257e-06,5.397018268839377e-07,1.93393154633411e-06,1.7090557851324695e-06,0.19852103790784814,0.20911332195684765,0.19668132927687526,0.1988247532497039,0.19564577408107453,0.19299134662329592,0.21018253637775836,0.19638825240927954,0.19734019648159834,0.20309762313291557
